20;378
20;377
20;378
21;377
20;378
21;377
22;378
22;378
22;378
23;378
23;379
24;380
25;381
27;380
27;380
29;380
30;381
30;381
33;383
37;384
40;385
43;385
45;387
46;386
49;388
58;389
64;390
67;391
72;391
78;394
83;394
88;394
92;395
100;396
103;396
105;396
106;397
149;401
194;404
233;406
284;408
307;410
350;411
383;414
399;413
398;414
531;418
533;417
528;417
594;419
594;419
596;419
596;420
594;419
596;419
596;420
541;417
525;417
306;409
266;408
228;405
179;402
157;401
125;398
109;396
109;396
108;397
105;396
102;395
98;395
92;394
90;394
86;394
86;393
85;394
84;394
76;393
74;392
66;391
63;390
60;390
53;389
51;386
47;387
46;385
43;386
42;385
40;386
38;384
36;384
36;383
33;382
31;382
29;382
28;380
27;380
26;380
25;379
23;379
22;378
21;377
21;377
20;378
20;378
21;377
20;378
20;377
20;378
21;378
22;378
23;378
23;379
24;379
24;380
25;380
25;380
27;381
29;381
30;382
31;382
32;382
33;382
33;383
34;383
34;383
34;384
35;384
35;384
37;383
38;383
38;385
40;386
42;386
43;385
46;387
52;388
55;389
59;390
63;391
66;391
71;392
78;393
85;394
86;395
89;394
95;395
101;397
116;397
119;398
169;402
231;407
521;417
529;418
596;418
596;419
596;419
596;419
597;418
593;419
541;417
538;417
540;418
542;417
542;418
511;416
423;414
397;413
397;413
396;413
390;412
354;411
317;409
313;410
296;408
269;407
228;406
220;405
177;403
167;401
151;401
138;399
115;397
114;397
107;396
106;397
103;396
96;395
94;394
88;394
84;393
82;393
76;392
64;390
61;390
59;389
56;390
54;388
49;387
46;386
43;386
39;385
36;383
34;382
31;382
30;382
30;381
30;381
29;381
28;380
27;380
27;379
24;379
22;378
21;377
20;378
21;377
20;378
20;377
20;378
21;377
21;377
20;378
21;378
22;377
22;378
23;378
23;378
23;378
24;379
25;379
25;379
25;380
26;380
28;380
29;381
29;381
29;381
29;381
29;382
31;381
32;383
34;383
34;384
38;384
41;386
45;386
49;388
55;389
63;391
71;393
80;393
85;394
90;395
100;396
103;397
172;403
263;408
497;416
519;417
541;418
591;419
589;419
589;419
586;418
471;416
490;416
494;416
494;416
485;416
466;415
472;416
551;418
594;419
589;417
590;418
585;419
583;418
533;418
513;416
532;416
516;417
468;416
470;415
498;416
470;416
476;416
482;416
488;416
479;415
490;416
494;415
516;416
524;417
512;416
542;417
536;417
468;416
445;414
428;414
431;413
428;413
425;413
424;413
403;413
404;413
405;412
404;413
406;413
377;412
378;412
375;411
341;410
336;410
335;409
326;410
324;410
307;409
301;408
292;409
256;407
253;406
231;405
223;405
221;405
211;404
205;404
199;404
179;402
174;402
166;401
151;400
134;399
583;419
586;418
577;417
575;419
564;418
562;416
570;418
572;418
573;418
563;418
532;423
516;417
509;417
502;416
516;416
539;417
499;416
495;415
521;416
493;416
505;415
487;416
462;414
478;409
496;414
512;416
513;416
537;416
533;418
542;416
547;417
547;416
543;416
540;417
538;416
541;416
540;416
540;416
540;417
538;417
542;416
545;416
542;416
542;416
542;417
541;417
545;417
545;417
549;417
539;416
519;416
483;415
297;409
291;408
264;407
225;405
225;405
216;405
210;404
210;403
204;403
189;403
188;403
188;403
179;402
178;402
175;401
169;401
168;401
134;399
129;399
129;398
127;397
120;398
119;398
117;397
114;397
114;397
114;396
114;396
110;396
110;396
108;396
107;396
106;397
105;396
104;396
100;395
98;395
96;396
95;395
90;394
84;393
76;393
72;391
59;389
55;388
52;388
49;387
48;386
45;387
44;385
40;385
39;385
37;383
35;383
34;382
32;382
32;381
29;382
27;380
27;380
26;380
25;379
24;379
24;378
23;378
22;378
22;378
21;377
20;377
20;378
20;378
21;377
21;377
21;376
20;377
21;377
21;378
21;378
21;378
22;378
23;377
22;379
23;378
23;378
23;379
23;379
23;379
25;380
26;380
27;382
30;380
32;382
34;384
34;383
37;385
41;386
45;386
47;387
50;387
53;388
55;390
58;390
62;390
68;391
71;392
76;392
79;393
85;393
93;396
126;399
167;402
227;406
290;410
398;413
539;419
595;419
595;419
595;420
594;419
591;418
596;419
541;417
538;417
524;417
334;410
240;406
210;404
157;401
120;398
105;396
97;394
82;393
72;392
62;389
57;388
44;386
44;385
38;384
33;383
29;381
29;380
24;379
22;378
21;378
20;378
21;376
21;377
22;378
24;378
25;379
27;380
32;382
36;383
42;385
48;387
55;388
74;392
124;399
393;414
597;419
597;419
