15;523
15;523
15;523
17;523
18;523
18;525
20;524
22;526
24;527
27;527
29;529
32;530
35;530
39;533
45;533
54;535
66;538
91;543
150;551
209;559
434;583
435;583
267;566
97;542
77;539
57;536
43;532
36;530
34;530
27;528
23;527
22;526
18;524
16;523
15;523
15;523
17;525
20;525
23;527
28;528
33;529
33;531
33;530
35;530
40;532
52;535
74;539
100;543
184;557
299;571
433;582
434;583
433;582
399;579
389;579
340;574
342;573
199;558
148;551
142;551
107;545
77;539
63;538
59;537
49;533
39;532
35;530
34;529
31;529
27;528
26;528
23;527
21;525
21;525
18;524
17;524
16;523
15;523
16;522
16;522
15;523
15;523
16;522
15;524
16;523
16;523
17;524
17;524
17;524
17;524
17;525
18;524
18;525
19;524
20;525
21;526
22;526
23;526
25;528
28;527
28;529
30;528
31;529
32;530
33;530
33;530
35;531
43;532
48;533
48;534
48;533
53;535
61;537
70;538
84;541
99;544
126;548
153;552
374;578
427;581
428;581
420;582
418;582
390;579
289;568
250;564
142;550
130;549
99;544
81;541
74;539
68;538
60;537
59;535
51;533
46;532
42;531
36;532
35;530
33;530
33;529
31;529
28;528
27;527
26;527
24;526
22;526
20;526
19;525
16;523
15;523
16;522
15;524
15;523
15;524
15;523
16;522
16;523
16;524
17;524
17;524
17;525
17;525
18;524
19;525
19;525
20;525
21;526
22;526
23;526
23;526
24;527
26;528
28;528
30;529
32;529
33;529
36;530
40;532
46;534
53;534
63;537
77;540
86;541
118;547
200;558
383;578
430;582
428;582
429;583
432;583
381;577
388;577
262;566
185;556
137;549
106;544
89;541
74;540
67;539
60;536
59;536
51;534
47;533
44;534
45;532
44;533
45;532
43;532
42;532
41;533
40;531
39;531
37;531
35;530
35;530
31;529
29;527
26;527
24;527
22;525
21;526
18;525
16;524
15;523
15;524
16;522
16;522
15;524
15;524
16;524
16;524
17;524
18;524
20;525
20;525
23;527
26;527
29;528
30;529
33;529
33;530
38;531
42;532
44;533
48;533
52;535
58;536
67;538
75;540
77;540
77;540
78;540
78;539
83;541
84;541
134;549
159;553
170;554
184;557
194;557
253;564
289;569
393;579
427;583
427;581
421;581
435;582
397;579
201;558
109;546
101;544
70;538
57;536
49;533
43;532
36;531
33;529
28;527
27;527
22;525
18;523
16;524
15;523
15;524
15;524
16;524
18;524
19;525
20;526
22;525
23;526
25;527
28;527
28;529
32;530
38;531
47;533
59;537
92;542
119;547
225;562
385;578
437;582
436;583
436;582
437;581
397;579
400;580
399;579
398;579
396;579
400;579
362;575
292;568
292;568
436;583
437;581
436;583
436;583
437;581
436;582
403;579
405;579
405;579
400;578
402;579
403;579
398;578
396;579
399;578
401;578
396;579
393;578
399;579
402;580
398;579
405;579
403;579
400;579
387;577
362;575
364;575
359;575
331;573
320;571
365;576
388;577
356;575
344;573
346;573
334;571
312;570
302;570
304;569
298;569
289;568
264;565
257;564
252;564
232;562
226;560
202;558
187;557
168;554
168;554
165;553
155;552
151;551
147;551
138;549
128;548
106;545
97;543
88;542
79;540
73;539
72;540
60;537
53;534
49;533
46;533
45;532
40;532
39;531
34;530
29;529
25;527
20;524
17;523
16;522
15;523
15;523
16;523
17;524
17;524
18;524
18;525
19;525
19;525
20;525
21;525
21;525
23;526
25;527
27;528
28;528
29;528
30;529
32;529
34;530
35;531
38;531
43;532
45;533
54;535
70;539
79;539
160;553
385;579
433;583
429;582
429;582
429;582
435;582
435;582
398;578
397;579
363;575
326;573
271;566
368;580
346;574
390;578
421;580
414;581
413;581
428;582
387;578
390;578
379;577
383;578
388;578
398;579
392;578
396;579
396;579
337;573
248;563
242;562
241;562
211;558
213;559
206;559
200;559
200;557
192;557
172;554
164;553
154;552
147;551
132;548
132;549
121;547
109;545
94;543
89;542
81;540
78;539
73;539
67;538
63;537
62;537
60;537
58;536
55;535
53;535
50;534
43;533
40;531
39;531
34;531
34;530
27;528
24;527
22;526
20;526
16;523
15;523
15;523
15;523
16;523
15;524
18;525
21;526
27;528
47;534
57;535
129;548
429;582
429;581
423;581
434;581
402;579
402;579
403;579
404;579
278;567
261;564
190;556
144;551
127;547
100;544
89;541
85;541
