21;358
21;358
21;358
21;358
21;358
21;358
21;358
21;358
21;358
21;358
21;358
22;357
22;359
23;359
23;360
24;359
24;359
25;359
26;360
27;359
28;360
29;360
29;361
32;361
34;361
36;361
37;362
38;362
39;363
40;363
43;363
45;364
47;364
49;364
49;364
53;365
58;366
64;367
68;367
73;368
76;369
79;368
88;370
95;370
101;371
114;372
125;373
134;374
161;376
163;376
219;380
324;385
536;394
549;395
603;392
619;397
619;397
619;397
619;397
619;397
571;396
573;395
524;394
281;382
218;379
186;378
182;378
166;376
163;376
135;374
122;373
116;372
102;370
89;370
82;368
74;367
68;367
63;366
58;366
55;366
51;365
48;363
46;364
42;363
39;363
37;362
36;361
34;361
33;361
32;360
32;361
31;361
30;361
30;360
25;360
24;359
23;358
22;358
21;358
21;358
21;358
21;358
21;358
21;358
22;359
24;359
25;360
27;360
28;360
30;361
31;362
32;361
32;361
32;362
33;361
34;361
34;362
34;362
35;362
37;362
38;363
38;362
40;362
43;363
45;364
48;364
53;364
59;367
63;367
63;367
72;368
85;369
96;370
109;371
129;373
193;378
206;379
527;396
619;397
618;397
619;397
619;396
619;396
575;396
566;395
548;395
551;394
556;395
553;395
549;395
543;394
549;394
562;395
555;394
522;393
355;386
235;380
204;378
167;376
135;373
122;373
114;373
116;372
103;370
90;370
84;369
79;369
76;368
73;368
70;367
67;366
64;367
63;367
57;365
49;364
45;363
42;363
41;361
39;362
38;362
36;361
35;361
35;361
32;361
30;360
29;360
28;360
27;360
26;360
26;359
25;359
24;360
24;359
24;358
23;358
21;358
21;358
21;358
21;358
21;358
22;357
22;357
21;358
21;358
21;358
22;358
22;359
23;358
24;359
24;359
25;359
25;360
26;359
26;359
26;360
27;360
27;360
27;360
27;360
27;360
27;360
28;359
27;361
28;359
28;360
28;361
28;360
28;360
29;359
29;360
29;360
29;360
30;361
31;360
30;361
31;361
31;361
31;361
31;361
31;361
31;360
32;360
31;361
31;361
31;361
32;361
32;361
32;361
33;361
34;361
34;361
34;362
36;361
36;362
38;362
39;362
39;362
40;363
41;363
41;364
43;363
43;363
43;364
46;364
47;363
47;363
47;363
49;363
49;364
49;364
49;365
49;365
49;364
49;364
51;365
51;365
52;365
54;364
53;365
53;366
53;366
57;365
56;366
57;365
56;366
56;366
60;366
64;366
68;367
70;368
70;367
70;368
70;368
70;367
78;369
82;369
82;370
83;368
87;369
92;370
95;371
95;370
95;371
99;371
102;371
106;372
106;372
106;371
108;371
112;372
112;372
118;372
129;374
129;373
128;374
130;373
136;374
160;376
171;376
186;378
199;379
198;378
198;378
201;379
219;380
222;380
239;381
241;380
274;383
330;386
344;386
358;386
381;389
387;388
400;388
449;391
449;390
553;395
558;395
566;395
563;394
557;395
544;393
619;397
620;396
620;397
620;397
620;396
620;396
560;394
443;390
449;391
449;391
412;390
318;385
284;383
286;382
285;383
224;380
193;378
167;376
145;375
139;373
127;373
128;373
136;374
140;374
147;374
162;375
166;376
168;376
172;376
177;377
182;377
186;378
187;377
194;377
198;378
198;378
199;377
216;379
216;379
216;379
226;380
242;381
254;382
266;383
282;382
296;383
346;385
417;390
554;395
562;395
566;395
561;396
560;395
619;397
620;396
620;396
621;396
620;397
620;397
567;395
575;394
571;395
519;393
490;391
423;389
358;386
328;384
307;383
297;384
244;381
245;381
226;380
186;377
166;376
141;374
131;373
125;372
121;372
114;373
111;372
109;371
106;371
101;370
100;371
98;371
96;370
92;370
86;369
81;369
78;368
74;368
71;367
68;367
61;366
56;366
52;364
50;364
48;364
48;363
46;363
44;363
42;364
43;363
41;363
39;362
39;362
39;362
38;362
38;363
38;363
38;362
38;362
37;362
37;362
35;361
33;362
33;360
32;361
32;360
31;360
30;360
29;361
29;361
29;360
28;360
28;360
28;359
27;359
26;359
26;359
25;359
24;359
23;359
23;358
22;359
22;358
22;357
21;358
21;358
21;358
21;358
21;358
21;358
21;358
21;358
21;358
21;358
21;358
21;358
21;359
22;358
22;358
23;358
24;358
25;358
25;359
27;359
27;360
29;360
30;361
32;362
33;361
34;361
35;361
37;361
38;363
41;362
41;363
44;363
45;364
47;364
52;364
57;365
59;367
81;369
96;371
91;370
92;370
92;370
128;373
200;379
291;384
442;391
558;394
556;396
618;398
619;397
619;398
620;396
619;397
619;396
564;395
567;395
501;392
317;385
255;381
249;381
456;391
458;391
459;391
460;391
459;391
459;391
