20;384
20;384
20;383
20;384
20;384
20;383
20;383
20;384
20;384
21;383
21;384
22;383
22;384
22;385
23;384
24;383
24;384
25;384
25;385
25;386
25;386
26;385
27;385
27;385
27;386
28;386
29;386
29;386
29;388
31;387
32;387
32;387
33;387
34;388
35;388
36;388
37;388
38;389
38;389
38;390
42;390
46;391
47;391
48;392
50;392
53;391
56;393
59;393
62;394
65;394
65;394
77;395
84;397
92;397
97;398
99;398
101;398
111;400
122;401
131;402
137;402
163;404
333;414
516;423
590;425
591;425
592;424
592;424
592;424
592;424
593;424
592;424
591;423
530;422
531;422
537;422
538;422
537;422
538;423
535;423
538;422
542;423
541;422
526;422
521;420
378;416
302;411
261;409
237;407
228;407
220;407
208;407
202;406
185;405
176;405
169;403
166;404
162;403
154;403
137;401
131;401
127;401
128;401
110;399
93;397
89;397
84;396
81;396
79;395
76;395
75;394
75;395
75;395
73;394
72;394
72;395
72;395
70;394
69;394
68;394
67;394
67;394
66;393
64;393
63;393
60;393
60;392
53;391
49;390
46;390
44;390
43;389
42;389
40;389
38;389
38;387
36;389
36;388
35;388
32;388
31;388
31;386
30;386
29;386
29;386
29;386
28;386
28;386
27;386
27;386
25;384
23;384
22;384
22;384
22;384
20;383
20;383
20;383
20;383
21;382
20;383
20;384
20;384
21;383
21;384
22;383
22;383
22;384
23;384
23;385
24;384
24;384
25;384
24;385
26;385
27;386
29;386
29;387
30;386
31;387
31;387
33;387
34;388
35;387
35;388
36;389
37;388
39;389
40;390
43;390
45;390
46;391
48;391
50;392
50;392
55;393
62;393
68;394
71;394
74;396
77;396
79;396
91;397
100;399
111;399
124;401
140;402
154;404
172;405
249;410
376;416
517;422
509;423
502;420
591;424
590;424
590;424
590;424
590;423
576;423
588;424
528;421
337;413
342;414
330;413
298;412
193;405
181;405
166;404
163;403
153;402
138;402
130;401
128;400
128;400
117;400
116;400
111;400
105;398
100;397
94;398
90;397
87;396
83;396
80;395
77;396
75;395
71;395
70;395
70;395
69;395
67;393
64;393
61;393
59;393
58;393
57;392
55;392
49;395
52;391
47;391
43;390
41;389
38;390
37;389
37;388
36;388
34;388
34;388
34;387
32;387
31;386
29;385
28;385
27;385
25;385
25;385
24;384
23;384
22;384
22;384
22;383
21;383
20;384
20;383
20;383
20;383
20;383
20;383
20;383
20;383
20;383
20;384
21;382
20;383
20;383
21;382
20;383
20;384
21;384
21;384
22;384
23;384
24;384
25;384
26;386
27;385
29;386
31;388
34;387
35;388
36;389
37;389
37;388
39;388
41;389
42;390
44;391
47;390
49;391
51;392
52;392
59;393
66;394
70;395
72;395
75;395
80;396
88;397
94;398
99;399
99;399
114;400
125;402
128;401
128;401
129;401
129;402
165;404
178;405
178;406
178;405
178;405
178;406
187;405
200;408
201;407
201;407
200;407
202;406
225;408
226;408
226;409
227;408
227;408
236;408
261;410
262;410
262;410
262;411
263;410
267;410
267;411
298;413
331;414
338;415
339;414
337;413
355;415
428;418
479;421
494;421
511;422
518;420
528;423
535;423
530;421
534;422
524;422
515;421
520;422
527;422
591;424
591;424
592;423
589;423
589;424
591;423
592;424
592;424
538;421
540;422
541;422
542;421
541;422
536;420
535;422
537;421
533;421
541;422
540;421
542;422
539;421
539;422
543;421
513;420
450;418
448;418
445;419
417;416
395;415
340;413
300;412
289;410
225;407
167;403
152;402
132;400
131;401
128;401
123;400
121;399
120;399
116;400
113;400
108;398
107;399
105;398
102;398
95;397
94;396
89;397
83;396
81;396
82;395
77;395
74;395
67;394
60;393
57;392
56;392
53;391
50;391
48;391
45;390
45;390
40;389
37;389
36;387
34;388
34;388
34;388
33;388
32;387
31;387
31;388
31;386
28;387
28;386
27;385
26;385
26;385
25;385
25;384
23;385
23;384
21;384
20;384
20;383
20;383
20;383
20;384
20;383
20;383
20;383
20;383
21;384
22;384
22;384
23;385
25;385
26;386
29;386
30;387
34;387
36;388
36;389
40;389
42;389
44;390
48;390
52;392
54;392
59;393
66;394
71;395
77;395
84;396
87;397
92;397
95;397
104;399
109;400
109;399
126;401
128;401
138;402
154;404
159;404
160;404
164;404
170;404
172;404
173;405
173;404
180;405
180;406
182;405
201;406
206;407
205;407
210;408
220;408
225;408
240;409
244;409
248;410
253;409
259;411
270;411
271;410
269;411
274;410
282;410
281;411
280;411
283;411
299;411
300;412
302;412
304;412
301;411
329;414
344;414
352;414
348;415
352;414
374;415
380;416
394;416
409;417
419;418
427;418
428;418
433;418
447;419
507;422
518;422
528;421
529;422
515;421
511;420
528;421
592;424
593;424
593;423
593;424
593;423
592;424
593;423
532;421
355;414
256;409
224;407
184;405
175;404
160;403
140;402
125;400
125;400
122;400
115;399
109;399
93;398
87;397
70;394
57;393
48;390
41;389
38;387
32;387
28;386
25;384
24;384
20;383
21;382
20;383
20;383
20;383
20;383
